Order_ID,Order_Date,Category,Sub_Category,Region,Segment,Sales,Quantity,Profit,Discount
ORD-011947,2022-08-14,Technology,Computers,South,Consumer,949.16,4,288.47,0.0
ORD-011948,2022-08-14,Office Supplies,Paper,South,Consumer,39.78,1,13.18,0.0
ORD-011949,2022-08-14,Furniture,Bookcases,Central,Home Office,1685.63,2,543.05,0.1
ORD-011950,2022-08-14,Furniture,Tables,South,Consumer,1183.35,3,175.77,0.0
ORD-011951,2022-08-14,Office Supplies,Paper,East,Consumer,237.08,1,71.42,0.0
ORD-011952,2022-08-14,Technology,Computers,West,Consumer,1536.13,6,412.88,0.0
ORD-011953,2022-08-14,Technology,Accessories,East,Corporate,2268.24,7,646.7,0.1
ORD-011954,2022-08-14,Office Supplies,Binders,East,Home Office,75.18,1,24.64,0.0
ORD-011955,2022-08-14,Office Supplies,Pens,East,Corporate,319.21,8,85.97,0.0
ORD-011956,2022-08-15,Technology,Computers,East,Corporate,201.23,4,30.92,0.0
ORD-011957,2022-08-15,Office Supplies,Binders,West,Consumer,194.47,8,36.12,0.0
ORD-011958,2022-08-15,Office Supplies,Paper,West,Home Office,328.02,3,90.06,0.0
ORD-011959,2022-08-15,Furniture,Tables,Central,Home Office,1085.25,2,300.57,0.0
ORD-011960,2022-08-15,Furniture,Tables,West,Corporate,301.75,8,31.97,0.0
ORD-011961,2022-08-15,Technology,Phones,Central,Corporate,2391.65,2,248.59,0.0
ORD-011962,2022-08-15,Furniture,Chairs,East,Consumer,1705.09,1,444.97,0.15
ORD-011963,2022-08-15,Technology,Accessories,East,Corporate,1118.42,5,133.24,0.0
ORD-011964,2022-08-15,Office Supplies,Binders,East,Home Office,533.29,2,166.22,0.0
ORD-011965,2022-08-15,Office Supplies,Pens,South,Consumer,473.08,8,153.11,0.1
ORD-011966,2022-08-16,Furniture,Tables,West,Consumer,692.46,9,121.93,0.0
ORD-011967,2022-08-16,Office Supplies,Paper,West,Home Office,548.83,7,176.94,0.0
ORD-011968,2022-08-16,Technology,Accessories,West,Consumer,719.54,5,233.71,0.0
ORD-011969,2022-08-16,Technology,Phones,Central,Corporate,356.73,4,59.74,0.0
ORD-011970,2022-08-16,Office Supplies,Binders,East,Home Office,150.91,6,34.27,0.15
ORD-011971,2022-08-16,Furniture,Chairs,South,Home Office,1590.34,5,387.61,0.0
ORD-011972,2022-08-16,Technology,Computers,Central,Consumer,1505.31,9,513.69,0.0
ORD-011973,2022-08-16,Technology,Accessories,South,Home Office,205.18,8,40.67,0.0
ORD-011974,2022-08-16,Furniture,Bookcases,West,Corporate,1332.18,3,335.54,0.0
ORD-011975,2022-08-16,Furniture,Bookcases,Central,Consumer,359.26,2,95.79,0.1
ORD-011976,2022-08-16,Furniture,Chairs,South,Home Office,782.92,5,122.34,0.0
ORD-011977,2022-08-17,Furniture,Bookcases,East,Consumer,1186.44,4,282.12,0.15
ORD-011978,2022-08-17,Furniture,Chairs,South,Home Office,982.57,2,334.59,0.1
ORD-011979,2022-08-17,Technology,Accessories,Central,Home Office,654.44,9,122.75,0.0
ORD-011980,2022-08-17,Technology,Computers,South,Consumer,219.59,8,26.09,0.0
ORD-011981,2022-08-17,Furniture,Bookcases,West,Corporate,589.31,9,155.53,0.0
ORD-011982,2022-08-17,Office Supplies,Binders,Central,Home Office,288.53,5,91.13,0.0
ORD-011983,2022-08-17,Technology,Computers,West,Consumer,2160.69,5,393.93,0.0
ORD-011984,2022-08-17,Office Supplies,Paper,East,Consumer,377.48,4,44.14,0.0
ORD-011985,2022-08-17,Office Supplies,Pens,West,Consumer,565.99,8,174.15,0.15
ORD-011986,2022-08-17,Furniture,Chairs,South,Home Office,517.5,5,169.64,0.1
ORD-011987,2022-08-17,Technology,Computers,East,Corporate,2121.15,4,692.0,0.0
ORD-011988,2022-08-17,Office Supplies,Paper,East,Corporate,57.59,6,12.64,0.1
ORD-011989,2022-08-17,Furniture,Chairs,South,Corporate,1538.06,1,195.48,0.0
ORD-011990,2022-08-17,Technology,Accessories,East,Home Office,380.32,8,99.06,0.0
ORD-011991,2022-08-17,Furniture,Bookcases,West,Consumer,967.08,7,143.97,0.0
ORD-011992,2022-08-17,Technology,Phones,South,Consumer,1293.42,5,210.5,0.0
ORD-011993,2022-08-17,Furniture,Bookcases,South,Consumer,541.19,4,113.47,0.1
ORD-011994,2022-08-17,Office Supplies,Paper,West,Home Office,68.31,8,22.02,0.0
ORD-011995,2022-08-17,Furniture,Chairs,East,Home Office,814.96,9,168.65,0.0
ORD-011996,2022-08-18,Furniture,Tables,East,Consumer,172.05,6,40.48,0.2
ORD-011997,2022-08-18,Furniture,Bookcases,East,Consumer,747.67,9,197.04,0.0
ORD-011998,2022-08-18,Furniture,Tables,East,Corporate,1516.75,4,407.47,0.0
ORD-011999,2022-08-18,Office Supplies,Paper,South,Home Office,400.47,6,61.69,0.1
ORD-012000,2022-08-18,Furniture,Tables,South,Corporate,1262.17,6,131.6,0.0
ORD-012001,2022-08-18,Furniture,Chairs,West,Consumer,1203.74,2,253.3,0.0
ORD-012002,2022-08-18,Office Supplies,Pens,Central,Home Office,401.97,5,48.46,0.0
ORD-012003,2022-08-18,Office Supplies,Paper,East,Corporate,471.85,6,73.5,0.0
ORD-012004,2022-08-18,Furniture,Bookcases,West,Consumer,1699.66,1,274.6,0.0
ORD-012005,2022-08-18,Technology,Accessories,South,Consumer,1506.96,6,194.56,0.15
ORD-012006,2022-08-18,Technology,Computers,East,Corporate,783.13,5,158.71,0.0
ORD-012007,2022-08-18,Furniture,Bookcases,South,Home Office,82.78,6,28.36,0.2
ORD-012008,2022-08-19,Furniture,Bookcases,West,Home Office,1358.07,1,434.75,0.15
ORD-012009,2022-08-19,Technology,Phones,South,Corporate,1902.31,4,316.14,0.1
ORD-012010,2022-08-19,Furniture,Chairs,South,Consumer,1389.53,3,263.13,0.15
ORD-012011,2022-08-19,Furniture,Chairs,South,Home Office,160.49,2,46.87,0.2
ORD-012012,2022-08-19,Office Supplies,Paper,West,Corporate,221.89,6,45.73,0.15
ORD-012013,2022-08-19,Furniture,Bookcases,West,Corporate,357.9,2,109.38,0.1
ORD-012014,2022-08-19,Furniture,Chairs,West,Home Office,809.75,6,262.02,0.0
ORD-012015,2022-08-19,Technology,Computers,East,Corporate,1266.58,9,397.45,0.1
ORD-012016,2022-08-19,Office Supplies,Binders,West,Corporate,553.15,6,69.12,0.1
ORD-012017,2022-08-19,Furniture,Tables,West,Home Office,1480.6,7,411.14,0.0
ORD-012018,2022-08-19,Technology,Computers,East,Corporate,2344.17,4,468.88,0.0
ORD-012019,2022-08-19,Office Supplies,Binders,East,Corporate,510.68,4,74.07,0.0
ORD-012020,2022-08-19,Furniture,Chairs,Central,Home Office,498.09,9,150.78,0.2
ORD-012021,2022-08-19,Furniture,Tables,South,Home Office,1066.66,9,295.5,0.15
ORD-012022,2022-08-19,Furniture,Chairs,South,Corporate,1465.96,4,323.98,0.0
ORD-012023,2022-08-19,Furniture,Tables,West,Corporate,1218.96,7,228.11,0.0
ORD-012024,2022-08-20,Furniture,Bookcases,East,Home Office,762.48,7,88.17,0.1
ORD-012025,2022-08-20,Technology,Phones,West,Corporate,1251.28,5,170.85,0.1
ORD-012026,2022-08-20,Furniture,Chairs,Central,Corporate,242.32,7,42.48,0.0
ORD-012027,2022-08-20,Technology,Accessories,South,Corporate,2004.91,5,307.4,0.0
ORD-012028,2022-08-20,Furniture,Tables,South,Home Office,1624.99,8,352.56,0.1
ORD-012029,2022-08-20,Office Supplies,Pens,East,Corporate,236.13,8,62.86,0.0
ORD-012030,2022-08-20,Office Supplies,Binders,East,Consumer,586.45,7,71.96,0.0
ORD-012031,2022-08-20,Furniture,Chairs,West,Consumer,1525.7,4,413.24,0.0
ORD-012032,2022-08-20,Technology,Phones,West,Consumer,322.16,7,110.73,0.0
ORD-012033,2022-08-21,Furniture,Chairs,Central,Corporate,774.06,4,130.57,0.0
ORD-012034,2022-08-21,Furniture,Chairs,South,Consumer,117.88,8,30.56,0.1
ORD-012035,2022-08-21,Technology,Phones,South,Home Office,640.68,2,154.59,0.0
ORD-012036,2022-08-21,Technology,Computers,East,Home Office,568.02,3,97.13,0.2
ORD-012037,2022-08-21,Office Supplies,Paper,West,Home Office,379.63,5,95.96,0.0
ORD-012038,2022-08-21,Office Supplies,Pens,East,Corporate,16.72,9,5.76,0.0
ORD-012039,2022-08-21,Technology,Accessories,East,Consumer,2129.68,1,389.72,0.2
ORD-012040,2022-08-21,Office Supplies,Paper,South,Corporate,156.31,1,52.35,0.0
ORD-012041,2022-08-21,Technology,Computers,East,Consumer,2288.82,3,728.38,0.1
ORD-012042,2022-08-21,Furniture,Tables,South,Consumer,1319.07,9,441.72,0.0
ORD-012043,2022-08-21,Technology,Computers,East,Consumer,2165.1,2,257.86,0.15
ORD-012044,2022-08-22,Office Supplies,Binders,South,Home Office,553.55,6,82.66,0.15
ORD-012045,2022-08-22,Technology,Computers,Central,Corporate,305.13,6,91.73,0.0
ORD-012046,2022-08-22,Technology,Phones,West,Home Office,2190.06,9,316.17,0.0
ORD-012047,2022-08-22,Furniture,Tables,Central,Consumer,248.8,1,28.52,0.15
ORD-012048,2022-08-22,Furniture,Tables,West,Corporate,1152.84,9,212.34,0.0
ORD-012049,2022-08-22,Office Supplies,Pens,Central,Consumer,347.07,9,114.82,0.0
ORD-012050,2022-08-22,Office Supplies,Pens,South,Home Office,323.79,9,39.49,0.0
ORD-012051,2022-08-22,Technology,Computers,West,Corporate,779.41,7,250.64,0.0
ORD-012052,2022-08-22,Furniture,Bookcases,West,Home Office,110.25,6,34.43,0.0
ORD-012053,2022-08-22,Office Supplies,Binders,West,Home Office,204.89,2,37.84,0.0
ORD-012054,2022-08-22,Office Supplies,Paper,East,Consumer,460.17,3,140.36,0.0
ORD-012055,2022-08-22,Technology,Phones,West,Consumer,2324.22,8,252.27,0.0
ORD-012056,2022-08-22,Office Supplies,Pens,Central,Home Office,40.87,7,7.96,0.1
ORD-012057,2022-08-22,Furniture,Chairs,Central,Consumer,388.35,5,99.22,0.0
ORD-012058,2022-08-22,Furniture,Bookcases,West,Consumer,1539.82,8,194.86,0.0
ORD-012059,2022-08-22,Technology,Phones,Central,Home Office,1085.01,3,303.27,0.0
ORD-012060,2022-08-22,Office Supplies,Paper,East,Home Office,444.8,3,54.99,0.0
ORD-012061,2022-08-22,Office Supplies,Binders,West,Corporate,411.69,5,110.18,0.0
ORD-012062,2022-08-22,Office Supplies,Binders,East,Home Office,159.56,8,29.64,0.1
ORD-012063,2022-08-23,Office Supplies,Paper,Central,Consumer,182.6,9,35.9,0.0
ORD-012064,2022-08-23,Furniture,Chairs,South,Home Office,1188.08,8,195.47,0.0
ORD-012065,2022-08-23,Technology,Computers,East,Corporate,632.14,9,211.39,0.0
ORD-012066,2022-08-23,Office Supplies,Pens,Central,Corporate,99.86,4,23.37,0.0
ORD-012067,2022-08-23,Technology,Computers,East,Corporate,1717.9,3,406.56,0.0
ORD-012068,2022-08-23,Technology,Accessories,West,Home Office,1055.84,3,268.86,0.1
ORD-012069,2022-08-23,Furniture,Chairs,Central,Consumer,993.51,3,154.82,0.0
ORD-012070,2022-08-23,Technology,Accessories,East,Consumer,264.16,4,75.17,0.15
ORD-012071,2022-08-23,Technology,Accessories,South,Consumer,295.42,9,49.38,0.0
ORD-012072,2022-08-23,Office Supplies,Binders,West,Home Office,259.57,4,60.3,0.0
ORD-012073,2022-08-23,Office Supplies,Paper,South,Consumer,159.14,4,23.65,0.15
ORD-012074,2022-08-23,Technology,Accessories,South,Corporate,1384.11,6,337.04,0.15
ORD-012075,2022-08-23,Office Supplies,Paper,West,Consumer,466.08,9,142.48,0.0
ORD-012076,2022-08-23,Technology,Phones,South,Home Office,613.77,1,161.86,0.0
ORD-012077,2022-08-24,Office Supplies,Binders,West,Consumer,326.64,7,98.97,0.0
ORD-012078,2022-08-24,Office Supplies,Paper,South,Home Office,370.54,2,76.27,0.15
ORD-012079,2022-08-24,Furniture,Chairs,Central,Home Office,430.03,4,47.26,0.0
ORD-012080,2022-08-24,Technology,Accessories,West,Corporate,1884.5,5,256.31,0.1
ORD-012081,2022-08-24,Furniture,Tables,East,Consumer,1266.45,7,201.96,0.1
ORD-012082,2022-08-24,Furniture,Tables,Central,Consumer,161.31,3,16.9,0.0
ORD-012083,2022-08-24,Office Supplies,Pens,South,Corporate,256.37,4,46.83,0.0
ORD-012084,2022-08-24,Office Supplies,Paper,Central,Home Office,46.19,7,13.09,0.0
ORD-012085,2022-08-24,Furniture,Bookcases,South,Home Office,196.69,6,38.25,0.0
ORD-012086,2022-08-24,Office Supplies,Paper,East,Consumer,472.33,9,119.4,0.15
ORD-012087,2022-08-25,Office Supplies,Pens,East,Corporate,568.21,6,181.27,0.0
ORD-012088,2022-08-25,Office Supplies,Binders,East,Home Office,269.88,6,92.25,0.1
ORD-012089,2022-08-25,Office Supplies,Paper,West,Consumer,480.71,7,100.97,0.1
ORD-012090,2022-08-25,Furniture,Chairs,Central,Consumer,406.85,3,73.84,0.0
ORD-012091,2022-08-25,Technology,Computers,Central,Consumer,2045.59,7,634.74,0.0
ORD-012092,2022-08-25,Furniture,Bookcases,South,Home Office,70.56,3,9.95,0.15
ORD-012093,2022-08-25,Technology,Phones,Central,Home Office,1968.29,9,281.42,0.0
ORD-012094,2022-08-25,Office Supplies,Pens,South,Home Office,184.3,7,46.58,0.0
ORD-012095,2022-08-25,Furniture,Tables,West,Corporate,1147.55,6,345.41,0.15
ORD-012096,2022-08-25,Furniture,Bookcases,South,Home Office,511.17,8,64.31,0.0
ORD-012097,2022-08-25,Office Supplies,Binders,West,Corporate,41.67,2,5.75,0.1
ORD-012098,2022-08-25,Furniture,Tables,Central,Consumer,1066.39,4,354.76,0.0
ORD-012099,2022-08-25,Office Supplies,Paper,West,Consumer,324.36,3,88.91,0.15
ORD-012100,2022-08-25,Furniture,Chairs,Central,Home Office,607.52,1,144.57,0.15
ORD-012101,2022-08-25,Technology,Accessories,East,Corporate,1241.17,4,359.12,0.0
ORD-012102,2022-08-25,Office Supplies,Pens,West,Consumer,97.03,6,26.87,0.15
ORD-012103,2022-08-25,Office Supplies,Paper,Central,Home Office,251.48,4,35.63,0.0
ORD-012104,2022-08-25,Office Supplies,Paper,Central,Corporate,35.65,8,12.14,0.1
ORD-012105,2022-08-25,Furniture,Chairs,South,Consumer,1007.09,1,261.47,0.2
ORD-012106,2022-08-26,Office Supplies,Binders,South,Home Office,369.08,6,92.87,0.0
ORD-012107,2022-08-26,Furniture,Chairs,West,Corporate,1645.96,3,407.16,0.0
ORD-012108,2022-08-26,Furniture,Chairs,East,Corporate,875.28,3,260.7,0.0
ORD-012109,2022-08-26,Technology,Phones,South,Home Office,2072.46,1,463.02,0.0
ORD-012110,2022-08-26,Technology,Phones,West,Corporate,818.26,4,273.98,0.0
ORD-012111,2022-08-26,Furniture,Bookcases,Central,Home Office,95.87,2,14.16,0.0
ORD-012112,2022-08-26,Office Supplies,Pens,South,Consumer,538.12,7,118.94,0.1
ORD-012113,2022-08-26,Technology,Accessories,West,Consumer,861.39,7,274.42,0.0
ORD-012114,2022-08-26,Furniture,Chairs,West,Corporate,303.71,3,66.13,0.0
ORD-012115,2022-08-26,Technology,Computers,West,Corporate,1639.99,9,385.51,0.0
ORD-012116,2022-08-26,Technology,Accessories,South,Home Office,1433.11,8,467.08,0.0
ORD-012117,2022-08-26,Furniture,Chairs,West,Corporate,1685.12,5,309.39,0.15
ORD-012118,2022-08-26,Office Supplies,Pens,South,Consumer,66.1,5,21.55,0.0
ORD-012119,2022-08-27,Office Supplies,Binders,East,Corporate,229.35,5,72.94,0.2
ORD-012120,2022-08-27,Technology,Computers,West,Corporate,1823.8,6,545.55,0.2
ORD-012121,2022-08-27,Office Supplies,Binders,West,Consumer,103.13,9,15.79,0.0
ORD-012122,2022-08-27,Furniture,Tables,Central,Consumer,878.27,7,239.46,0.1
ORD-012123,2022-08-27,Furniture,Chairs,South,Home Office,1595.7,8,540.61,0.0
ORD-012124,2022-08-27,Technology,Computers,East,Corporate,2129.42,8,393.39,0.1
ORD-012125,2022-08-27,Office Supplies,Paper,Central,Home Office,180.93,9,53.64,0.15
ORD-012126,2022-08-27,Technology,Accessories,West,Home Office,1910.46,5,547.77,0.0
ORD-012127,2022-08-27,Technology,Computers,East,Home Office,2226.93,5,727.67,0.15
ORD-012128,2022-08-27,Furniture,Chairs,Central,Corporate,775.31,2,137.16,0.1
ORD-012129,2022-08-27,Technology,Accessories,South,Home Office,529.35,8,163.79,0.0
ORD-012130,2022-08-28,Furniture,Chairs,Central,Consumer,431.18,6,150.89,0.15
ORD-012131,2022-08-28,Furniture,Tables,West,Corporate,238.96,4,63.93,0.15
ORD-012132,2022-08-28,Technology,Phones,South,Consumer,1710.52,5,538.95,0.0
ORD-012133,2022-08-28,Furniture,Chairs,Central,Home Office,1302.47,9,389.1,0.0
ORD-012134,2022-08-28,Technology,Accessories,South,Corporate,950.27,3,239.16,0.1
ORD-012135,2022-08-28,Furniture,Bookcases,Central,Home Office,517.02,3,87.46,0.0
ORD-012136,2022-08-28,Furniture,Tables,South,Corporate,1412.59,8,257.96,0.0
ORD-012137,2022-08-28,Technology,Accessories,Central,Consumer,1898.96,4,393.95,0.0
ORD-012138,2022-08-28,Office Supplies,Paper,West,Corporate,458.0,2,158.25,0.0
ORD-012139,2022-08-28,Furniture,Tables,South,Home Office,1255.77,7,346.67,0.0
ORD-012140,2022-08-28,Office Supplies,Pens,South,Corporate,182.62,7,43.48,0.0
ORD-012141,2022-08-28,Technology,Computers,West,Corporate,1671.28,9,315.9,0.0
ORD-012142,2022-08-28,Technology,Accessories,East,Home Office,2149.54,7,344.8,0.0
ORD-012143,2022-08-29,Furniture,Tables,Central,Consumer,1014.34,8,315.31,0.0
ORD-012144,2022-08-29,Furniture,Chairs,South,Home Office,463.89,1,85.28,0.1
ORD-012145,2022-08-29,Office Supplies,Binders,Central,Consumer,51.2,9,12.79,0.0
ORD-012146,2022-08-29,Office Supplies,Paper,West,Corporate,159.38,9,35.88,0.0
ORD-012147,2022-08-29,Office Supplies,Pens,Central,Consumer,91.41,8,25.68,0.0
ORD-012148,2022-08-29,Technology,Phones,Central,Consumer,1547.14,8,539.67,0.0
ORD-012149,2022-08-29,Technology,Accessories,South,Home Office,356.48,8,38.54,0.0
ORD-012150,2022-08-29,Office Supplies,Pens,West,Corporate,117.41,4,33.73,0.0
ORD-012151,2022-08-29,Office Supplies,Binders,South,Corporate,563.22,7,75.0,0.15
ORD-012152,2022-08-29,Office Supplies,Paper,Central,Corporate,175.51,1,50.59,0.0
ORD-012153,2022-08-29,Technology,Phones,West,Corporate,2314.71,7,626.92,0.0
ORD-012154,2022-08-29,Furniture,Tables,South,Corporate,751.31,9,243.52,0.1
ORD-012155,2022-08-29,Technology,Computers,Central,Corporate,1121.87,8,348.75,0.0
ORD-012156,2022-08-29,Office Supplies,Paper,Central,Corporate,196.75,2,36.28,0.15
ORD-012157,2022-08-29,Furniture,Bookcases,West,Home Office,345.16,1,48.05,0.0
ORD-012158,2022-08-29,Furniture,Chairs,East,Corporate,534.91,6,70.43,0.0
ORD-012159,2022-08-29,Office Supplies,Binders,Central,Consumer,14.44,1,4.4,0.15
ORD-012160,2022-08-30,Office Supplies,Binders,South,Corporate,232.99,3,55.09,0.15
ORD-012161,2022-08-30,Furniture,Bookcases,West,Home Office,152.85,5,34.06,0.15
ORD-012162,2022-08-30,Technology,Computers,Central,Consumer,807.21,5,257.7,0.0
ORD-012163,2022-08-30,Technology,Phones,Central,Consumer,149.96,5,29.73,0.1
ORD-012164,2022-08-30,Technology,Computers,South,Corporate,2060.31,3,676.6,0.0
ORD-012165,2022-08-30,Office Supplies,Binders,Central,Corporate,416.65,2,91.15,0.1
ORD-012166,2022-08-30,Technology,Accessories,East,Home Office,953.49,9,264.33,0.1
ORD-012167,2022-08-30,Technology,Accessories,Central,Consumer,2336.01,6,675.87,0.2
ORD-012168,2022-08-30,Technology,Accessories,East,Corporate,507.41,7,153.15,0.2
ORD-012169,2022-08-30,Office Supplies,Paper,East,Corporate,47.92,7,4.85,0.0
ORD-012170,2022-08-30,Technology,Accessories,Central,Corporate,1152.22,5,143.72,0.0
ORD-012171,2022-08-30,Technology,Phones,East,Home Office,1661.77,3,308.16,0.15
ORD-012172,2022-08-30,Office Supplies,Binders,East,Consumer,21.91,3,3.44,0.0
ORD-012173,2022-08-30,Office Supplies,Paper,West,Corporate,107.35,5,36.31,0.15
ORD-012174,2022-08-30,Furniture,Tables,South,Corporate,1247.64,5,268.74,0.2
ORD-012175,2022-08-30,Technology,Accessories,East,Consumer,2328.7,5,297.58,0.15
ORD-012176,2022-08-31,Office Supplies,Binders,South,Corporate,356.71,2,92.87,0.2
ORD-012177,2022-08-31,Technology,Computers,West,Consumer,1438.05,1,337.39,0.0
ORD-012178,2022-08-31,Office Supplies,Paper,East,Corporate,340.46,6,53.97,0.0
ORD-012179,2022-08-31,Technology,Computers,West,Home Office,2305.3,2,290.59,0.0
ORD-012180,2022-08-31,Furniture,Bookcases,West,Corporate,1176.0,1,368.31,0.0
ORD-012181,2022-08-31,Furniture,Bookcases,South,Consumer,788.67,5,135.32,0.1
ORD-012182,2022-08-31,Furniture,Bookcases,West,Consumer,1102.0,3,128.49,0.0
ORD-012183,2022-08-31,Office Supplies,Paper,Central,Home Office,111.55,4,23.92,0.1
ORD-012184,2022-08-31,Furniture,Bookcases,East,Consumer,162.16,8,38.45,0.15
ORD-012185,2022-08-31,Office Supplies,Paper,East,Corporate,411.58,7,44.05,0.15
ORD-012186,2022-08-31,Furniture,Tables,Central,Consumer,1079.8,2,209.99,0.0
ORD-012187,2022-08-31,Furniture,Tables,Central,Home Office,470.94,8,138.55,0.0
ORD-012188,2022-08-31,Furniture,Tables,Central,Home Office,1304.98,4,280.69,0.0
ORD-012189,2022-08-31,Technology,Computers,East,Corporate,718.66,1,250.31,0.0
ORD-012190,2022-09-01,Office Supplies,Pens,Central,Corporate,176.3,1,24.13,0.2
ORD-012191,2022-09-01,Office Supplies,Paper,Central,Consumer,409.42,8,62.02,0.1
ORD-012192,2022-09-01,Furniture,Chairs,South,Consumer,349.1,2,94.71,0.0
ORD-012193,2022-09-01,Technology,Accessories,East,Corporate,505.55,9,108.48,0.2
ORD-012194,2022-09-01,Technology,Accessories,West,Corporate,1984.32,8,271.09,0.0
ORD-012195,2022-09-01,Furniture,Bookcases,Central,Consumer,1723.69,2,539.98,0.15
ORD-012196,2022-09-01,Office Supplies,Paper,East,Consumer,14.83,7,1.8,0.1
ORD-012197,2022-09-01,Office Supplies,Paper,East,Corporate,118.23,6,14.5,0.0
ORD-012198,2022-09-01,Furniture,Tables,East,Consumer,578.83,8,161.33,0.1
ORD-012199,2022-09-01,Technology,Phones,Central,Corporate,1626.37,6,479.7,0.0
ORD-012200,2022-09-01,Technology,Accessories,East,Home Office,1867.38,4,433.71,0.1
ORD-012201,2022-09-01,Office Supplies,Pens,Central,Corporate,501.82,9,103.13,0.0
ORD-012202,2022-09-01,Furniture,Tables,East,Corporate,432.19,6,109.17,0.1
ORD-012203,2022-09-01,Technology,Accessories,South,Corporate,765.62,6,201.87,0.1
ORD-012204,2022-09-01,Furniture,Bookcases,Central,Consumer,1293.21,5,441.93,0.15
ORD-012205,2022-09-01,Furniture,Tables,South,Corporate,1701.45,5,413.15,0.1
ORD-012206,2022-09-02,Technology,Accessories,Central,Corporate,238.52,8,31.2,0.0
ORD-012207,2022-09-02,Technology,Computers,East,Home Office,1290.88,2,221.36,0.15
ORD-012208,2022-09-02,Technology,Computers,Central,Corporate,1342.09,3,375.88,0.0
ORD-012209,2022-09-02,Office Supplies,Paper,West,Corporate,474.36,5,50.78,0.0
ORD-012210,2022-09-02,Technology,Accessories,Central,Consumer,2048.88,4,514.99,0.0
ORD-012211,2022-09-02,Office Supplies,Pens,South,Corporate,370.65,2,79.28,0.0
ORD-012212,2022-09-02,Technology,Phones,West,Home Office,2354.08,8,787.7,0.15
ORD-012213,2022-09-02,Furniture,Chairs,East,Corporate,662.31,7,97.47,0.2
ORD-012214,2022-09-02,Technology,Phones,South,Consumer,653.06,7,136.7,0.1
ORD-012215,2022-09-02,Furniture,Tables,West,Consumer,935.74,5,235.84,0.1
ORD-012216,2022-09-02,Technology,Computers,East,Home Office,1457.37,6,339.72,0.0
ORD-012217,2022-09-02,Office Supplies,Pens,East,Consumer,178.78,9,45.62,0.2
ORD-012218,2022-09-02,Office Supplies,Pens,East,Consumer,531.61,1,111.63,0.0
ORD-012219,2022-09-02,Technology,Phones,West,Corporate,1855.89,6,477.95,0.15
ORD-012220,2022-09-02,Office Supplies,Binders,Central,Home Office,561.47,3,157.86,0.0
ORD-012221,2022-09-03,Office Supplies,Binders,West,Corporate,54.93,7,11.29,0.0
ORD-012222,2022-09-03,Furniture,Tables,East,Consumer,1111.68,8,369.51,0.1
ORD-012223,2022-09-03,Technology,Phones,Central,Consumer,410.77,7,96.24,0.0
ORD-012224,2022-09-03,Office Supplies,Pens,South,Consumer,90.66,2,14.46,0.1
ORD-012225,2022-09-03,Furniture,Chairs,West,Consumer,659.43,7,133.48,0.2
ORD-012226,2022-09-03,Office Supplies,Paper,East,Home Office,194.44,6,46.82,0.0
ORD-012227,2022-09-03,Office Supplies,Paper,West,Corporate,508.26,2,116.92,0.0
ORD-012228,2022-09-03,Office Supplies,Binders,Central,Corporate,157.74,1,34.34,0.15
ORD-012229,2022-09-03,Office Supplies,Pens,East,Consumer,264.71,3,30.79,0.0
ORD-012230,2022-09-03,Furniture,Bookcases,East,Consumer,1477.06,5,501.15,0.1
ORD-012231,2022-09-03,Technology,Computers,East,Consumer,1453.99,2,312.3,0.0
ORD-012232,2022-09-03,Office Supplies,Pens,West,Consumer,334.12,4,94.86,0.0
ORD-012233,2022-09-04,Office Supplies,Binders,Central,Corporate,38.46,5,7.12,0.2
ORD-012234,2022-09-04,Office Supplies,Binders,Central,Consumer,311.52,8,105.03,0.0
ORD-012235,2022-09-04,Office Supplies,Paper,West,Corporate,265.02,3,66.73,0.0
ORD-012236,2022-09-04,Office Supplies,Paper,East,Corporate,362.32,3,55.91,0.0
ORD-012237,2022-09-04,Furniture,Bookcases,Central,Home Office,694.36,7,142.94,0.0
ORD-012238,2022-09-04,Office Supplies,Pens,South,Corporate,222.0,5,66.06,0.0
ORD-012239,2022-09-04,Furniture,Tables,Central,Home Office,373.81,1,85.36,0.0
ORD-012240,2022-09-05,Technology,Computers,West,Home Office,130.32,1,26.48,0.15
ORD-012241,2022-09-05,Technology,Phones,Central,Corporate,369.3,5,108.59,0.0
ORD-012242,2022-09-05,Furniture,Chairs,South,Consumer,1184.66,6,119.12,0.15
ORD-012243,2022-09-05,Furniture,Tables,East,Corporate,188.75,9,62.56,0.15
ORD-012244,2022-09-05,Furniture,Bookcases,East,Consumer,647.29,2,136.64,0.0
ORD-012245,2022-09-05,Furniture,Bookcases,West,Home Office,771.37,5,268.58,0.0
ORD-012246,2022-09-05,Technology,Accessories,East,Home Office,1673.79,9,570.33,0.15
ORD-012247,2022-09-05,Office Supplies,Paper,West,Home Office,429.05,8,132.6,0.15
ORD-012248,2022-09-05,Office Supplies,Paper,South,Corporate,397.37,8,102.47,0.0
ORD-012249,2022-09-05,Furniture,Tables,Central,Consumer,1738.75,6,403.52,0.15
ORD-012250,2022-09-05,Technology,Phones,South,Consumer,468.59,5,131.28,0.0
ORD-012251,2022-09-06,Office Supplies,Pens,South,Home Office,273.31,8,90.2,0.15
ORD-012252,2022-09-06,Furniture,Chairs,Central,Corporate,734.94,9,252.45,0.15
ORD-012253,2022-09-06,Office Supplies,Paper,East,Corporate,575.7,3,133.66,0.15
